order_id,customer_id,category,order_value,discount_pct,payment_method,prior_orders,prior_returns,prior_return_ratio,category_return_rate,days_since_last_order,order_freq_30d,returned
102288,1229,Furniture,7530.04,6.0,Credit Card,20,5,0.25,0.11,44,2,0
102289,1934,Home & Kitchen,1474.82,5.8,COD,16,4,0.25,0.07,86,1,0
102290,1671,Footwear,1511.39,6.9,COD,12,2,0.167,0.24,5,0,0
102291,660,Apparel - Womens,1475.19,5.6,Credit Card,7,1,0.143,0.28,24,1,0
102292,83,Furniture,4281.82,30.8,UPI,10,0,0.0,0.11,4,2,0
102293,2035,Furniture,15730.28,7.9,COD,15,4,0.267,0.11,20,0,0
102294,672,Apparel - Womens,2293.0,11.6,COD,9,5,0.556,0.28,11,1,1
102295,940,Beauty,429.24,35.2,UPI,17,3,0.176,0.05,16,2,0
102296,1806,Footwear,2230.75,0.7,Credit Card,10,4,0.4,0.24,44,1,1
102297,366,Footwear,2055.98,2.2,Credit Card,8,2,0.25,0.24,4,2,0
102298,1682,Furniture,11051.03,2.0,UPI,14,1,0.071,0.11,6,3,0
102299,580,Furniture,11004.37,8.2,UPI,6,1,0.167,0.11,31,1,1
102300,64,Apparel - Womens,1784.21,2.3,Netbanking,11,0,0.0,0.28,7,0,0
102301,1064,Beauty,150.0,9.1,Credit Card,11,3,0.273,0.05,110,2,0
102302,1086,Footwear,1604.88,4.4,Credit Card,8,0,0.0,0.24,11,1,0
102303,2007,Mobile Accessories,1263.11,16.6,UPI,12,5,0.417,0.06,46,0,0
102304,597,Apparel - Womens,2436.84,4.6,Debit Card,13,1,0.077,0.28,24,1,0
102305,1532,Electronics,6576.19,3.7,Netbanking,13,4,0.308,0.09,65,1,1
102306,331,Home & Kitchen,2824.12,9.3,COD,10,3,0.3,0.07,33,0,0
102307,872,Electronics,13890.48,10.7,UPI,14,4,0.286,0.09,12,0,0
102308,358,Electronics,4868.29,4.0,UPI,18,5,0.278,0.09,73,1,0
102309,524,Mobile Accessories,574.88,15.4,Debit Card,13,2,0.154,0.06,32,2,0
102310,1068,Footwear,1752.03,10.2,Debit Card,9,0,0.0,0.24,35,2,0
102311,614,Apparel - Mens,2375.63,1.2,Credit Card,12,3,0.25,0.19,55,1,0
102312,1492,Footwear,2473.15,20.1,UPI,10,2,0.2,0.24,35,1,0
102313,318,Home & Kitchen,2309.35,22.7,Debit Card,12,2,0.167,0.07,8,2,1
102314,512,Electronics,8712.14,9.9,UPI,13,1,0.077,0.09,68,0,0
102315,184,Home & Kitchen,1865.1,19.9,Debit Card,15,0,0.0,0.07,47,3,0
102316,1843,Beauty,1111.86,1.8,UPI,7,3,0.429,0.05,20,0,0
102317,236,Furniture,5577.61,18.0,UPI,12,4,0.333,0.11,110,1,0
102318,1225,Footwear,1918.54,0.5,COD,7,1,0.143,0.24,87,1,1
102319,1987,Home & Kitchen,1675.71,2.4,COD,7,2,0.286,0.07,68,0,0
102320,2024,Furniture,6557.5,21.3,Credit Card,12,3,0.25,0.11,16,0,0
102321,1843,Mobile Accessories,219.8,31.6,COD,7,3,0.429,0.06,50,0,0
102322,2002,Beauty,150.0,5.1,COD,12,5,0.417,0.05,57,2,0
102323,651,Home & Kitchen,1115.97,4.6,UPI,8,0,0.0,0.07,33,2,0
102324,1276,Footwear,2152.94,5.3,Credit Card,15,2,0.133,0.24,28,3,0
102325,1303,Home & Kitchen,1359.07,10.1,Credit Card,12,0,0.0,0.07,10,0,0
102326,1115,Beauty,1226.21,17.8,COD,12,3,0.25,0.05,16,1,0
102327,2038,Furniture,14642.78,8.2,COD,17,3,0.176,0.11,21,0,0
102328,1793,Footwear,3826.62,4.6,Credit Card,12,1,0.083,0.24,9,0,0
102329,1854,Apparel - Mens,1806.25,8.7,UPI,16,0,0.0,0.19,18,2,0
102330,449,Home & Kitchen,2109.21,5.4,Credit Card,13,4,0.308,0.07,0,1,0
102331,1184,Mobile Accessories,267.48,5.3,UPI,10,4,0.4,0.06,7,1,0
102332,942,Beauty,1363.63,12.5,Netbanking,14,1,0.071,0.05,5,1,0
102333,1921,Apparel - Womens,1128.5,10.0,UPI,9,3,0.333,0.28,5,1,0
102334,1467,Mobile Accessories,812.05,27.8,Credit Card,13,3,0.231,0.06,99,0,0
102335,1601,Home & Kitchen,1375.07,17.8,COD,7,3,0.429,0.07,23,1,1
102336,1181,Home & Kitchen,551.61,8.9,UPI,8,1,0.125,0.07,8,1,0
102337,1218,Home & Kitchen,2348.08,17.2,Debit Card,9,0,0.0,0.07,20,2,0
102338,1299,Apparel - Mens,2362.81,6.0,COD,16,6,0.375,0.19,32,2,1
102339,449,Beauty,940.13,23.5,UPI,13,4,0.308,0.05,77,2,0
102340,81,Electronics,150.0,6.7,Debit Card,14,2,0.143,0.09,80,1,0
102341,1277,Apparel - Mens,915.83,15.9,Credit Card,11,0,0.0,0.19,36,1,0
102342,1487,Beauty,258.62,2.7,UPI,15,1,0.067,0.05,0,2,0
102343,1578,Mobile Accessories,1046.06,4.9,UPI,13,3,0.231,0.06,1,0,0
102344,1234,Apparel - Womens,1492.19,3.2,UPI,8,3,0.375,0.28,101,3,1
102345,232,Electronics,5060.18,32.6,UPI,11,4,0.364,0.09,59,2,0
102346,326,Apparel - Womens,1484.95,0.8,Credit Card,8,3,0.375,0.28,11,2,0
102347,1246,Furniture,14659.83,13.9,Credit Card,20,4,0.2,0.11,18,2,0
102348,2153,Beauty,527.08,16.7,Debit Card,12,5,0.417,0.05,31,0,0
102349,354,Footwear,1619.25,5.4,UPI,13,4,0.308,0.24,24,1,0
102350,1248,Apparel - Womens,1679.49,13.1,UPI,9,0,0.0,0.28,72,4,0
102351,1553,Apparel - Womens,1334.28,27.6,UPI,9,3,0.333,0.28,33,1,0
102352,98,Home & Kitchen,150.0,16.4,Netbanking,10,0,0.0,0.07,4,2,0
102353,1300,Apparel - Mens,1062.59,26.9,UPI,12,0,0.0,0.19,29,2,0
102354,1448,Furniture,3680.42,12.4,COD,17,1,0.059,0.11,4,1,0
102355,1466,Electronics,7556.73,3.3,UPI,12,3,0.25,0.09,54,0,0
102356,910,Electronics,7735.17,5.8,UPI,11,4,0.364,0.09,26,0,0
102357,1313,Apparel - Womens,2065.12,2.4,UPI,4,0,0.0,0.28,8,2,1
102358,1238,Home & Kitchen,3374.41,13.3,UPI,10,1,0.1,0.07,9,4,0
102359,478,Electronics,5330.88,9.3,Credit Card,16,3,0.188,0.09,76,1,0
102360,1882,Beauty,1086.48,4.3,COD,10,1,0.1,0.05,42,0,0
102361,1165,Apparel - Womens,472.11,13.5,COD,7,0,0.0,0.28,22,1,1
102362,657,Beauty,745.31,16.2,COD,11,1,0.091,0.05,145,2,0
102363,1538,Mobile Accessories,464.29,5.3,UPI,9,1,0.111,0.06,33,1,0
102364,1484,Mobile Accessories,659.84,33.0,UPI,6,1,0.167,0.06,25,1,0
102365,926,Furniture,12050.81,1.7,UPI,12,2,0.167,0.11,5,2,0
102366,1765,Beauty,1545.5,27.1,COD,15,1,0.067,0.05,32,2,1
102367,179,Electronics,4941.3,22.5,UPI,11,0,0.0,0.09,10,2,0
102368,1291,Apparel - Womens,1881.6,28.9,COD,10,5,0.5,0.28,28,0,1
102369,1401,Mobile Accessories,977.77,14.6,Debit Card,12,4,0.333,0.06,2,0,0
102370,2038,Mobile Accessories,150.0,17.3,Debit Card,17,3,0.176,0.06,31,0,0
102371,1935,Apparel - Womens,2321.92,6.0,Debit Card,14,0,0.0,0.28,4,3,1
102372,151,Home & Kitchen,1843.62,8.4,UPI,11,3,0.273,0.07,14,0,0
102373,1216,Furniture,1899.51,35.8,Netbanking,9,0,0.0,0.11,78,0,0
102374,194,Beauty,470.29,9.5,COD,16,5,0.312,0.05,89,0,0
102375,1737,Electronics,10674.21,22.7,UPI,12,1,0.083,0.09,12,2,0
102376,199,Electronics,4293.48,6.6,COD,20,7,0.35,0.09,15,1,0
102377,2091,Electronics,7603.21,3.9,COD,13,4,0.308,0.09,2,2,0
102378,1118,Apparel - Mens,1096.83,2.7,COD,13,2,0.154,0.19,27,3,0
102379,789,Footwear,2464.55,5.3,UPI,18,4,0.222,0.24,27,3,0
102380,817,Home & Kitchen,2401.85,18.4,UPI,11,3,0.273,0.07,19,2,0
102381,334,Footwear,1084.6,34.2,COD,13,0,0.0,0.24,32,0,0
102382,778,Mobile Accessories,1086.77,1.5,Debit Card,15,4,0.267,0.06,71,1,0
102383,1053,Mobile Accessories,587.77,8.8,COD,8,1,0.125,0.06,8,0,0
102384,1395,Furniture,10470.33,1.3,Credit Card,15,3,0.2,0.11,4,3,0
102385,635,Apparel - Mens,2231.72,9.3,UPI,14,6,0.429,0.19,21,0,0
102386,1671,Furniture,5069.61,19.9,UPI,12,2,0.167,0.11,8,0,0
102387,1867,Electronics,2988.02,11.6,UPI,12,4,0.333,0.09,8,4,0
102388,1441,Furniture,6056.57,30.9,COD,13,5,0.385,0.11,66,2,1
102389,910,Mobile Accessories,809.28,9.6,UPI,11,4,0.364,0.06,16,0,0
102390,1678,Furniture,11254.5,26.0,COD,11,0,0.0,0.11,17,1,0
102391,2094,Home & Kitchen,2287.61,18.4,Credit Card,18,5,0.278,0.07,3,2,0
102392,1200,Apparel - Womens,2231.34,0.5,Credit Card,11,2,0.182,0.28,40,2,0
102393,367,Home & Kitchen,2870.06,10.4,Netbanking,17,2,0.118,0.07,47,0,0
102394,1397,Furniture,14288.58,21.2,COD,14,4,0.286,0.11,44,0,0
102395,1938,Furniture,10972.61,11.2,Credit Card,12,5,0.417,0.11,25,1,0
102396,44,Footwear,1651.5,11.4,COD,13,0,0.0,0.24,111,2,0
102397,2072,Footwear,2479.12,2.9,COD,9,1,0.111,0.24,14,2,0
102398,1419,Home & Kitchen,1399.58,4.3,Debit Card,17,5,0.294,0.07,77,0,1
102399,958,Apparel - Mens,1675.01,3.0,UPI,11,2,0.182,0.19,5,1,0
102400,1453,Mobile Accessories,535.38,8.9,Debit Card,6,1,0.167,0.06,37,1,0
102401,207,Furniture,8437.0,2.6,COD,12,2,0.167,0.11,129,0,0
102402,1016,Footwear,1077.0,11.3,UPI,12,2,0.167,0.24,11,2,0
102403,1549,Apparel - Womens,989.47,8.5,Credit Card,13,2,0.154,0.28,26,2,0
102404,963,Electronics,3596.41,2.6,Credit Card,13,3,0.231,0.09,36,1,0
102405,1928,Electronics,8989.66,18.4,UPI,18,1,0.056,0.09,16,1,1
102406,690,Apparel - Mens,1232.97,15.0,Debit Card,9,6,0.667,0.19,38,2,1
102407,1943,Beauty,998.93,25.5,Credit Card,12,0,0.0,0.05,10,2,1
102408,545,Home & Kitchen,2133.38,14.4,UPI,19,1,0.053,0.07,92,2,0
102409,1174,Apparel - Womens,2630.9,0.3,Credit Card,18,6,0.333,0.28,42,1,0
102410,810,Home & Kitchen,1542.38,6.2,COD,11,2,0.182,0.07,2,0,0
102411,558,Electronics,6801.97,1.3,Netbanking,11,4,0.364,0.09,39,3,0
102412,165,Furniture,3356.24,18.2,COD,16,0,0.0,0.11,7,3,0
102413,2075,Beauty,531.08,8.8,Debit Card,14,0,0.0,0.05,43,1,0
102414,366,Electronics,6653.38,16.1,Credit Card,8,2,0.25,0.09,28,1,0
102415,306,Mobile Accessories,663.56,6.9,COD,17,1,0.059,0.06,9,1,0
102416,636,Beauty,864.78,5.9,Credit Card,8,1,0.125,0.05,123,3,0
102417,1195,Footwear,4476.28,12.8,UPI,17,10,0.588,0.24,8,2,1
102418,1819,Electronics,4783.72,16.0,Credit Card,10,3,0.3,0.09,45,2,0
102419,1975,Mobile Accessories,799.88,9.8,UPI,10,0,0.0,0.06,2,0,0
102420,2144,Apparel - Mens,1906.24,10.2,Credit Card,12,2,0.167,0.19,58,0,0
102421,1284,Furniture,6136.21,9.7,Debit Card,11,5,0.455,0.11,2,1,0
102422,1720,Apparel - Mens,1723.98,6.2,COD,21,2,0.095,0.19,24,0,0
102423,339,Furniture,16242.55,18.8,Debit Card,16,0,0.0,0.11,17,0,1
102424,1723,Home & Kitchen,1112.58,6.9,Credit Card,14,1,0.071,0.07,48,1,1
102425,1963,Mobile Accessories,982.69,2.0,Debit Card,12,3,0.25,0.06,30,3,0
102426,1141,Furniture,11817.79,27.1,UPI,18,3,0.167,0.11,50,1,0
102427,1222,Apparel - Mens,2632.91,20.3,Credit Card,11,5,0.455,0.19,110,2,0
102428,2147,Apparel - Womens,1862.46,9.8,Debit Card,15,2,0.133,0.28,3,2,0
102429,784,Home & Kitchen,2887.58,3.1,Debit Card,10,2,0.2,0.07,5,3,0
102430,64,Apparel - Mens,2087.9,12.5,COD,11,0,0.0,0.19,2,2,0
102431,1874,Footwear,2054.57,5.2,COD,12,1,0.083,0.24,31,0,0
102432,265,Mobile Accessories,971.68,9.8,Credit Card,14,0,0.0,0.06,59,1,0
102433,619,Mobile Accessories,1038.8,4.6,COD,9,6,0.667,0.06,152,2,0
102434,911,Furniture,10900.66,5.3,COD,18,2,0.111,0.11,38,0,0
102435,695,Footwear,1259.34,30.0,Credit Card,14,5,0.357,0.24,96,1,0
102436,1302,Apparel - Mens,645.18,8.2,COD,15,7,0.467,0.19,62,1,1
102437,1061,Mobile Accessories,1075.78,3.1,Netbanking,8,1,0.125,0.06,25,2,1
102438,26,Mobile Accessories,581.82,7.7,COD,11,2,0.182,0.06,18,3,0
102439,473,Apparel - Mens,1367.61,11.6,UPI,12,4,0.333,0.19,110,0,0
102440,1574,Footwear,1143.85,4.8,Credit Card,9,0,0.0,0.24,45,2,0
102441,1427,Electronics,6291.79,30.4,UPI,9,0,0.0,0.09,61,2,0
102442,1600,Apparel - Womens,422.62,14.9,COD,13,3,0.231,0.28,1,1,1
102443,1556,Electronics,6598.53,15.5,Netbanking,12,2,0.167,0.09,2,0,0
102444,1248,Furniture,10462.71,15.8,Debit Card,9,0,0.0,0.11,22,1,0
102445,127,Home & Kitchen,2111.37,13.2,COD,10,1,0.1,0.07,132,0,0
102446,1591,Footwear,2009.6,5.3,Debit Card,10,6,0.6,0.24,22,2,1
102447,1002,Apparel - Mens,1076.17,26.5,UPI,17,1,0.059,0.19,2,3,0
102448,1594,Furniture,9033.62,10.7,UPI,8,0,0.0,0.11,7,1,0
102449,1938,Beauty,1172.32,19.7,UPI,12,5,0.417,0.05,52,2,1
102450,1659,Electronics,6064.55,14.0,COD,11,0,0.0,0.09,32,2,0
102451,1178,Home & Kitchen,3444.0,3.1,Credit Card,13,3,0.231,0.07,11,1,0
102452,801,Beauty,1464.59,4.2,Credit Card,10,3,0.3,0.05,35,3,0
102453,1128,Home & Kitchen,2709.52,4.7,COD,14,3,0.214,0.07,73,2,0
102454,641,Mobile Accessories,678.24,13.1,UPI,7,2,0.286,0.06,274,1,1
102455,1320,Furniture,10508.83,8.6,UPI,13,4,0.308,0.11,4,1,0
102456,332,Home & Kitchen,2791.32,1.6,UPI,11,5,0.455,0.07,12,2,0
102457,1028,Apparel - Womens,1348.14,7.3,Credit Card,7,2,0.286,0.28,11,4,1
102458,1945,Furniture,6703.37,17.4,Credit Card,12,0,0.0,0.11,64,2,0
102459,1808,Footwear,1577.75,6.9,Credit Card,11,1,0.091,0.24,5,2,0
102460,237,Home & Kitchen,2210.22,5.5,Credit Card,13,4,0.308,0.07,15,2,0
102461,2163,Furniture,6754.63,20.0,UPI,11,0,0.0,0.11,9,0,0
102462,1084,Beauty,1232.57,9.0,COD,17,6,0.353,0.05,29,2,0
102463,861,Footwear,3603.01,5.4,COD,11,5,0.455,0.24,9,1,1
102464,1314,Mobile Accessories,572.42,1.7,UPI,12,2,0.167,0.06,51,0,0
102465,576,Beauty,1758.48,23.9,UPI,14,4,0.286,0.05,52,0,0
102466,635,Mobile Accessories,234.02,14.9,COD,14,6,0.429,0.06,31,3,0
102467,555,Furniture,8176.34,11.0,Credit Card,11,0,0.0,0.11,43,1,0
102468,282,Electronics,8216.58,13.1,UPI,14,1,0.071,0.09,9,2,0
102469,960,Home & Kitchen,1585.32,6.3,Debit Card,10,1,0.1,0.07,12,2,0
102470,1227,Beauty,1606.87,1.0,Credit Card,17,2,0.118,0.05,116,4,0
102471,993,Furniture,6055.23,15.8,Credit Card,9,1,0.111,0.11,38,2,0
102472,421,Footwear,3323.14,24.6,Debit Card,16,3,0.188,0.24,9,1,0
102473,2134,Home & Kitchen,1926.07,35.7,UPI,8,2,0.25,0.07,2,1,0
102474,982,Furniture,15671.93,10.5,UPI,16,1,0.062,0.11,20,1,1
102475,984,Furniture,10271.33,4.7,COD,7,0,0.0,0.11,21,0,0
102476,2124,Apparel - Mens,2765.61,10.9,UPI,10,2,0.2,0.19,9,2,0
102477,1746,Home & Kitchen,4291.64,9.1,UPI,12,0,0.0,0.07,2,1,0
102478,2132,Home & Kitchen,513.0,15.3,UPI,13,5,0.385,0.07,26,1,0
102479,1796,Furniture,10977.55,6.4,Debit Card,5,0,0.0,0.11,20,0,1
102480,206,Beauty,830.89,3.7,UPI,11,3,0.273,0.05,24,1,0
102481,1342,Beauty,899.42,13.5,COD,15,0,0.0,0.05,103,1,0
102482,123,Apparel - Womens,2254.44,0.8,UPI,7,0,0.0,0.28,11,0,1
102483,538,Home & Kitchen,2389.86,14.2,Credit Card,11,2,0.182,0.07,7,1,0
102484,1850,Apparel - Womens,1799.15,13.4,Netbanking,11,1,0.091,0.28,30,1,0
102485,1753,Electronics,8548.0,9.7,COD,11,3,0.273,0.09,48,2,1
102486,666,Mobile Accessories,150.0,4.2,UPI,14,2,0.143,0.06,39,1,0
102487,2109,Home & Kitchen,3321.08,3.2,UPI,14,1,0.071,0.07,15,2,0
102488,843,Apparel - Womens,953.07,13.1,Credit Card,9,2,0.222,0.28,5,3,1
102489,168,Mobile Accessories,1131.51,8.9,UPI,19,10,0.526,0.06,32,0,0
102490,1381,Beauty,555.16,9.7,Debit Card,9,1,0.111,0.05,16,0,0
102491,583,Furniture,4933.04,17.6,Credit Card,8,2,0.25,0.11,117,2,0
102492,1875,Home & Kitchen,3838.3,8.8,Debit Card,15,0,0.0,0.07,32,1,0
102493,1691,Mobile Accessories,456.88,2.4,UPI,15,1,0.067,0.06,10,0,1
102494,1646,Home & Kitchen,1711.16,16.0,COD,8,2,0.25,0.07,11,2,0
102495,1619,Footwear,1993.62,6.7,COD,13,4,0.308,0.24,79,0,1
102496,401,Home & Kitchen,2305.22,6.8,UPI,7,0,0.0,0.07,5,1,0
102497,1246,Electronics,5813.45,2.1,Credit Card,20,4,0.2,0.09,37,0,1
102498,425,Electronics,4096.46,28.7,UPI,8,2,0.25,0.09,18,1,0
102499,728,Home & Kitchen,1854.56,4.6,UPI,18,3,0.167,0.07,13,0,0
102500,1656,Home & Kitchen,1031.05,6.3,Credit Card,9,2,0.222,0.07,51,1,0
102501,1992,Apparel - Womens,2385.24,16.7,UPI,10,0,0.0,0.28,5,1,0
102502,1173,Home & Kitchen,813.54,10.2,COD,11,0,0.0,0.07,25,1,0
102503,1368,Home & Kitchen,2081.94,0.5,Debit Card,16,3,0.188,0.07,2,0,0
102504,1433,Beauty,1035.03,11.9,Credit Card,16,1,0.062,0.05,18,1,0
102505,443,Apparel - Womens,2589.89,7.0,Credit Card,14,9,0.643,0.28,49,1,0
102506,1963,Apparel - Mens,3020.92,6.7,Credit Card,12,3,0.25,0.19,64,3,0
102507,2135,Electronics,10486.07,5.4,COD,13,6,0.462,0.09,43,3,0
102508,1730,Apparel - Mens,1053.2,4.7,COD,9,4,0.444,0.19,3,0,1
102509,1401,Electronics,4818.08,14.5,COD,12,4,0.333,0.09,61,1,1
102510,1686,Apparel - Mens,1344.35,2.1,COD,18,8,0.444,0.19,8,2,1
102511,448,Mobile Accessories,888.89,11.0,Credit Card,10,0,0.0,0.06,134,2,0
102512,860,Mobile Accessories,865.83,4.6,Debit Card,10,3,0.3,0.06,0,0,0
102513,2170,Mobile Accessories,481.24,10.8,Credit Card,11,0,0.0,0.06,97,1,0
102514,349,Home & Kitchen,2470.58,14.5,Debit Card,11,1,0.091,0.07,0,3,0
102515,179,Home & Kitchen,1856.99,20.2,COD,11,0,0.0,0.07,38,0,0
102516,1182,Beauty,868.76,6.4,UPI,7,0,0.0,0.05,99,1,0
102517,757,Furniture,12312.38,1.6,Debit Card,9,0,0.0,0.11,7,0,0
102518,1035,Electronics,11313.51,10.7,UPI,11,1,0.091,0.09,48,0,0
102519,1306,Home & Kitchen,1783.98,7.0,UPI,11,5,0.455,0.07,43,0,0
102520,968,Home & Kitchen,2268.46,10.0,Netbanking,13,1,0.077,0.07,25,0,0
102521,2126,Home & Kitchen,2504.14,18.9,UPI,11,0,0.0,0.07,76,1,0
102522,1611,Home & Kitchen,1599.5,9.7,UPI,11,2,0.182,0.07,0,1,0
102523,1516,Beauty,695.27,6.5,COD,10,0,0.0,0.05,127,0,0
102524,818,Beauty,397.02,23.3,Debit Card,15,4,0.267,0.05,5,1,1
102525,1582,Apparel - Womens,2998.73,10.4,Debit Card,13,0,0.0,0.28,38,1,1
102526,991,Beauty,1239.79,6.2,UPI,15,0,0.0,0.05,1,1,0
102527,1368,Mobile Accessories,450.52,5.5,COD,16,3,0.188,0.06,36,2,0
102528,1610,Furniture,9279.73,13.4,UPI,11,1,0.091,0.11,23,1,0
102529,476,Apparel - Womens,2278.78,4.3,Debit Card,19,4,0.211,0.28,40,0,0
102530,918,Mobile Accessories,956.83,5.0,UPI,7,3,0.429,0.06,12,1,0
102531,1550,Apparel - Mens,1209.75,15.9,COD,20,6,0.3,0.19,46,2,0
102532,947,Apparel - Mens,1129.31,15.1,Netbanking,18,6,0.333,0.19,4,0,0
102533,62,Footwear,308.05,5.5,Credit Card,11,0,0.0,0.24,28,2,0
102534,523,Home & Kitchen,1723.16,19.6,Credit Card,18,5,0.278,0.07,9,0,1
102535,1814,Apparel - Mens,1669.23,10.1,UPI,11,2,0.182,0.19,18,1,0
102536,1159,Beauty,778.23,5.5,Debit Card,13,2,0.154,0.05,24,1,0
102537,328,Footwear,2232.74,22.0,UPI,15,8,0.533,0.24,22,2,1
102538,2167,Apparel - Mens,1743.66,16.4,UPI,9,5,0.556,0.19,8,1,1
102539,148,Beauty,324.54,10.4,Credit Card,13,1,0.077,0.05,63,2,0
102540,1615,Apparel - Mens,3006.2,11.2,Debit Card,13,6,0.462,0.19,60,4,1
102541,89,Apparel - Womens,1592.73,14.8,UPI,11,2,0.182,0.28,4,3,0
102542,1460,Electronics,9055.99,21.7,UPI,7,1,0.143,0.09,28,0,0
102543,10,Furniture,15218.16,7.5,COD,9,4,0.444,0.11,13,0,0
102544,1799,Footwear,3179.95,13.8,UPI,14,3,0.214,0.24,10,0,1
102545,1647,Electronics,6840.73,15.6,Debit Card,9,0,0.0,0.09,5,1,0
102546,653,Electronics,5922.8,0.7,COD,10,1,0.1,0.09,7,0,0
102547,473,Electronics,6451.24,9.1,COD,12,4,0.333,0.09,2,2,0
102548,43,Home & Kitchen,2064.0,5.0,Netbanking,15,3,0.2,0.07,37,0,0
102549,2075,Apparel - Mens,1420.76,5.8,UPI,14,0,0.0,0.19,18,0,0
102550,1633,Footwear,2759.66,6.5,Credit Card,12,1,0.083,0.24,11,1,0
102551,1462,Mobile Accessories,511.07,15.6,COD,15,0,0.0,0.06,47,1,0
102552,1901,Apparel - Mens,2522.01,0.5,Credit Card,15,8,0.533,0.19,57,4,0
102553,655,Footwear,4620.82,15.0,UPI,10,1,0.1,0.24,97,1,0
102554,278,Electronics,4885.7,13.5,UPI,15,5,0.333,0.09,4,1,0
102555,1280,Footwear,1924.8,0.8,Debit Card,18,0,0.0,0.24,0,1,0
102556,90,Furniture,5539.97,27.5,COD,11,5,0.455,0.11,34,2,1
102557,1119,Electronics,8401.61,29.6,UPI,18,1,0.056,0.09,24,1,0
102558,727,Footwear,2508.86,5.3,Credit Card,13,4,0.308,0.24,8,0,0
102559,495,Apparel - Womens,1351.71,4.8,Netbanking,15,0,0.0,0.28,25,1,0
102560,531,Mobile Accessories,843.73,17.4,Debit Card,12,2,0.167,0.06,14,0,0
102561,1088,Electronics,6320.96,11.7,UPI,14,2,0.143,0.09,15,3,0
102562,767,Beauty,1298.65,5.0,COD,13,4,0.308,0.05,3,0,0
102563,951,Home & Kitchen,2449.03,3.5,COD,15,0,0.0,0.07,32,1,0
102564,465,Apparel - Womens,1490.41,6.6,Credit Card,10,3,0.3,0.28,12,4,0
102565,2098,Beauty,1243.86,3.3,COD,10,3,0.3,0.05,37,1,1
102566,1017,Furniture,6854.69,24.9,Debit Card,20,13,0.65,0.11,48,0,1
102567,114,Apparel - Womens,1968.51,7.0,COD,6,2,0.333,0.28,25,2,0
102568,1769,Apparel - Mens,1953.84,13.6,COD,18,4,0.222,0.19,23,1,0
102569,1212,Beauty,752.43,13.8,Credit Card,10,1,0.1,0.05,102,1,0
102570,1867,Mobile Accessories,628.6,20.5,Credit Card,12,4,0.333,0.06,7,1,0
102571,459,Apparel - Mens,807.19,8.9,UPI,18,4,0.222,0.19,37,1,1
102572,788,Electronics,8172.99,6.9,COD,14,0,0.0,0.09,0,0,0
102573,153,Beauty,791.83,8.2,Netbanking,10,2,0.2,0.05,23,2,0
102574,646,Apparel - Womens,1521.06,0.7,Credit Card,12,1,0.083,0.28,24,0,0
102575,1872,Beauty,989.73,8.0,Credit Card,11,1,0.091,0.05,2,2,0
102576,1362,Electronics,8287.49,2.5,COD,13,2,0.154,0.09,7,1,0
102577,1968,Beauty,503.31,1.5,Debit Card,9,0,0.0,0.05,24,3,0
102578,1870,Apparel - Womens,3167.68,7.8,Debit Card,15,2,0.133,0.28,35,1,1
102579,1058,Home & Kitchen,2069.76,33.8,COD,13,3,0.231,0.07,51,1,0
102580,1161,Mobile Accessories,1106.77,9.4,Credit Card,13,1,0.077,0.06,20,1,0
102581,2200,Footwear,3673.33,17.6,Credit Card,17,4,0.235,0.24,22,3,1
102582,1955,Mobile Accessories,150.0,5.4,Debit Card,12,0,0.0,0.06,6,1,0
102583,1135,Apparel - Womens,2040.89,6.7,COD,9,0,0.0,0.28,64,3,1
102584,1300,Furniture,9675.0,9.2,COD,12,0,0.0,0.11,22,2,1
102585,252,Beauty,1047.5,10.4,Credit Card,9,1,0.111,0.05,44,2,0
102586,151,Electronics,4094.54,2.5,UPI,11,3,0.273,0.09,8,0,0
102587,1495,Footwear,615.59,16.8,UPI,17,5,0.294,0.24,67,0,1
102588,1599,Beauty,845.76,3.9,UPI,15,0,0.0,0.05,84,3,0
102589,1088,Apparel - Womens,1846.52,12.2,Debit Card,14,2,0.143,0.28,16,3,0
102590,122,Footwear,1743.93,14.9,COD,6,1,0.167,0.24,18,1,0
102591,2167,Furniture,3111.42,7.9,COD,9,5,0.556,0.11,11,0,0
102592,784,Apparel - Womens,1219.78,14.5,UPI,10,2,0.2,0.28,2,0,0
102593,1625,Apparel - Mens,1524.33,24.6,COD,13,1,0.077,0.19,23,1,0
102594,1504,Home & Kitchen,1446.93,8.5,UPI,11,3,0.273,0.07,8,3,0
102595,719,Apparel - Womens,1073.97,4.4,UPI,17,2,0.118,0.28,35,3,0
102596,1790,Footwear,2353.42,6.4,COD,13,3,0.231,0.24,10,2,1
102597,1382,Apparel - Womens,2503.25,8.5,COD,13,4,0.308,0.28,24,2,0
102598,596,Footwear,1920.78,4.4,Debit Card,11,0,0.0,0.24,14,3,0
102599,2011,Furniture,6909.29,35.7,COD,12,2,0.167,0.11,14,1,0
102600,813,Beauty,607.81,4.9,UPI,12,2,0.167,0.05,12,0,0
102601,243,Apparel - Womens,1930.72,31.7,Credit Card,12,1,0.083,0.28,25,1,1
102602,572,Furniture,12577.87,12.7,Credit Card,9,2,0.222,0.11,10,1,1
102603,1280,Footwear,2581.87,11.9,UPI,18,0,0.0,0.24,82,0,0
102604,1492,Furniture,150.0,13.8,UPI,10,2,0.2,0.11,61,2,0
